id,name,locality,timezone,isMobile,isMonitor,instruments,sensors,licenses,bounds,distance,country.id,country.code,country.name,owner.id,owner.name,provider.id,provider.name,coordinates.latitude,coordinates.longitude,datetimeFirst.utc,datetimeFirst.local,datetimeLast.utc,datetimeLast.local,datetimeFirst,datetimeLast
207,MMFRA1001,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 350, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.221235, 39.482481, -121.221235, 39.482481]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.482481,-121.221235,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2016-03-16T22:00:00Z,2016-03-16T15:00:00-07:00,,
211,Felton Cal-Fire,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 354, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-122.074603, 37.0481, -122.074603, 37.0481]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,37.0481,-122.074603,2016-03-07T15:00:00Z,2016-03-07T07:00:00-08:00,2022-04-08T18:00:00Z,2022-04-08T11:00:00-07:00,,
214,MMFRA1001,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 357, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.221128, 39.482385, -121.221128, 39.482385]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.482385,-121.221128,2016-03-11T17:00:00Z,2016-03-11T09:00:00-08:00,2016-03-16T05:00:00Z,2016-03-15T22:00:00-07:00,,
230,Barstow,Riverside-San Bernardino-Ontario,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 2637, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 374, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-117.024756, 34.894054, -117.024756, 34.894054]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,34.894054,-117.024756,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
231,Lucerne Valley,SAN BERNARDINO,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 7941720, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 375, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-116.906874, 34.4101, -116.906874, 34.4101]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,34.4101,-116.906874,2016-03-13T10:00:00Z,2016-03-13T03:00:00-07:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
232,Trona - Athol and Te,Riverside-San Bernardino-Ontario,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 2898, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 376, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-117.372109, 35.774455, -117.372109, 35.774455]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.774455,-117.372109,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
237,San Ysidro,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 401, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-117.029028, 32.543475, -117.029028, 32.543475]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,32.543475,-117.029028,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2016-03-22T15:00:00Z,2016-03-22T08:00:00-07:00,,
239,Alamo Lake,LA PAZ,America/Phoenix,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1084, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 1085, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 1061, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 403, 'name': 'so2 ppm', 'parameter': {'id': 9, 'name': 'so2', 'units': 'ppm', 'displayName': 'SO₂'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-113.558611, 34.243889, -113.558611, 34.243889]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,34.243889,-113.558611,2016-03-10T08:00:00Z,2016-03-10T01:00:00-07:00,2025-12-21T11:00:00Z,2025-12-21T04:00:00-07:00,,
276,Morro Bay,San Luis Obispo-Paso Robles,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 460, 'name': 'no2 ppm', 'parameter': {'id': 7, 'name': 'no2', 'units': 'ppm', 'displayName': 'NO₂'}}, {'id': 3246, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 25272, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.8426, 35.36639, -120.8426, 35.36639]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.36639,-120.8426,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2023-06-29T16:00:00Z,2023-06-29T09:00:00-07:00,,
313,RT,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 14014, 'name': 'co ppm', 'parameter': {'id': 8, 'name': 'co', 'units': 'ppm', 'displayName': 'CO'}}, {'id': 526, 'name': 'no2 ppm', 'parameter': {'id': 7, 'name': 'no2', 'units': 'ppm', 'displayName': 'NO₂'}}, {'id': 14017, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-115.175572, 36.139881, -115.175572, 36.139881]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,36.139881,-115.175572,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2018-02-01T13:00:00Z,2018-02-01T05:00:00-08:00,,
316,YPT Campbell Ranch,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 530, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-119.2044, 39.063033, -119.2044, 39.063033]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.063033,-119.2044,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2022-09-23T01:00:00Z,2022-09-22T18:00:00-07:00,,
317,Las Vegas Paiute,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 540, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 536, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 532, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-115.361389, 36.357778, -115.361389, 36.357778]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,36.357778,-115.361389,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2020-01-13T16:00:00Z,2020-01-13T08:00:00-08:00,,
320,Cortina Rancheria,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 537, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-122.286111, 39.015, -122.286111, 39.015]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.015,-122.286111,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2019-09-17T14:00:00Z,2019-09-17T07:00:00-07:00,,
344,Sunrise Acres,Las Vegas-Paradise,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 14015, 'name': 'co ppm', 'parameter': {'id': 8, 'name': 'co', 'units': 'ppm', 'displayName': 'CO'}}, {'id': 591, 'name': 'no2 ppm', 'parameter': {'id': 7, 'name': 'no2', 'units': 'ppm', 'displayName': 'NO₂'}}, {'id': 3051, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 3050, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-115.11393, 36.163962, -115.11393, 36.163962]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,36.163962,-115.11393,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
373,Red Bluff - Walnut o,Red Bluff,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 650, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 6844520, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 651, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-122.255667, 40.170917, -122.255667, 40.170917]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,40.170917,-122.255667,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2024-07-11T15:00:00Z,2024-07-11T08:00:00-07:00,,
548,Grass Valley,Truckee-Grass Valley,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1115, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 957, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.055603, 39.234402, -121.055603, 39.234402]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.234402,-121.055603,2016-03-10T09:00:00Z,2016-03-10T01:00:00-08:00,2025-10-01T18:00:00Z,2025-10-01T11:00:00-07:00,,
603,Yuma Supersite,Yuma,America/Phoenix,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1071, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 1057, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 1074, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-114.614441, 32.690277, -114.614441, 32.690277]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,32.690277,-114.614441,2016-03-10T08:00:00Z,2016-03-10T01:00:00-07:00,2025-12-21T11:00:00Z,2025-12-21T04:00:00-07:00,,
614,Bullhead City,Lake Havasu City-Kingman,America/Phoenix,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1075, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-114.566111, 35.166111, -114.566111, 35.166111]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.166111,-114.566111,2016-03-10T08:00:00Z,2016-03-10T01:00:00-07:00,2025-12-21T09:00:00Z,2025-12-21T02:00:00-07:00,,
622,Colfax,Sacramento--Arden-Arcade--Roseville,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1093, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 1094, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.9528, 39.1003, -120.9528, 39.1003]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.1003,-120.9528,2016-03-11T16:00:00Z,2016-03-11T08:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
627,Woodland,Sacramento--Arden-Arcade--Roseville,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1101, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 1100, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.732683, 38.661239, -121.732683, 38.661239]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.661239,-121.732683,2016-03-11T16:00:00Z,2016-03-11T08:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
635,Vacaville,Vallejo-Fairfield,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1111, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 1114, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.949853, 38.356556, -121.949853, 38.356556]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.356556,-121.949853,2016-03-11T16:00:00Z,2016-03-11T08:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
643,Chester BAM,PLUMAS,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1122, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.235001, 40.301899, -121.235001, 40.301899]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,40.301899,-121.235001,2016-03-10T08:00:00Z,2016-03-10T00:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
650,Tahoe City,PLACER,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1297330, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 1130, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.1488, 39.166, -120.1488, 39.166]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.166,-120.1488,2016-03-11T16:00:00Z,2016-03-11T08:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
653,Truckee BAM,Truckee-Grass Valley,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1133, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.170303, 39.3386, -120.170303, 39.3386]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.3386,-120.170303,2016-03-12T09:00:00Z,2016-03-12T01:00:00-08:00,2024-08-30T23:00:00Z,2024-08-30T16:00:00-07:00,,
655,Auburn,Sacramento--Arden-Arcade--Roseville,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1135, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 1136, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.09959, 38.93568, -121.09959, 38.93568]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.93568,-121.09959,2016-03-11T16:00:00Z,2016-03-11T08:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
658,Quincy BAM,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1139, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.9478, 39.9369, -120.9478, 39.9369]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.9369,-120.9478,2016-03-10T08:00:00Z,2016-03-10T00:00:00-08:00,2022-09-19T15:00:00Z,2022-09-19T08:00:00-07:00,,
659,Portola,PLUMAS,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1140, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.4707, 39.8134, -120.4707, 39.8134]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.8134,-120.4707,2016-03-10T08:00:00Z,2016-03-10T00:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
660,Lincoln,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1141, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 1148, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.3, 38.89, -121.3, 38.89]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.89,-121.3,2016-03-11T16:00:00Z,2016-03-11T08:00:00-08:00,2022-01-05T19:00:00Z,2022-01-05T11:00:00-08:00,,
663,Hanford - S. Irwin S,Hanford-Corcoran,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1369, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 1144, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 24365, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-119.6436, 36.3144, -119.6436, 36.3144]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,36.3144,-119.6436,2016-03-10T08:00:00Z,2016-03-10T00:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
671,Rio Vista,Vallejo-Fairfield,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1154, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.688561, 38.167297, -121.688561, 38.167297]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.167297,-121.688561,2016-03-11T16:00:00Z,2016-03-11T08:00:00-08:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
678,Downtown Sacramento,Sacramento--Arden-Arcade--Roseville,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 6572162, 'name': 'no ppm', 'parameter': {'id': 35, 'name': 'no', 'units': 'ppm', 'displayName': 'NO'}}, {'id': 1163, 'name': 'no2 ppm', 'parameter': {'id': 7, 'name': 'no2', 'units': 'ppm', 'displayName': 'NO₂'}}, {'id': 6572161, 'name': 'nox ppm', 'parameter': {'id': 19840, 'name': 'nox', 'units': 'ppm', 'displayName': 'NOx'}}, {'id': 1548, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 1555, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 1556, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.49311, 38.56844, -121.49311, 38.56844]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.56844,-121.49311,2016-03-06T20:00:00Z,2016-03-06T12:00:00-08:00,2024-04-26T10:00:00Z,2024-04-26T03:00:00-07:00,,
705,GBUAPCD EBAM 1,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1227, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-118.599687, 37.23243, -118.599687, 37.23243]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,37.23243,-118.599687,2016-06-25T00:00:00Z,2016-06-24T17:00:00-07:00,2016-06-25T00:00:00Z,2016-06-24T17:00:00-07:00,,
707,GBUAPCD EBAM 1,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1229, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-119.120572, 37.956594, -119.120572, 37.956594]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,37.956594,-119.120572,2016-06-25T01:00:00Z,2016-06-24T18:00:00-07:00,2016-06-25T11:00:00Z,2016-06-25T04:00:00-07:00,,
